species,country,date,anomaly
Faxonius virilis,IT,2016-04-17,Yes
Faxonius virilis,IT,2021-09-19,Yes
Faxonius virilis,LT,2017-09-17,Yes
Faxonius virilis,LU,2022-10-23,Yes
Faxonius virilis,LV,2017-12-03,Yes
Faxonius virilis,LV,2022-10-02,Yes
Faxonius virilis,LV,2024-03-03,Yes
Faxonius virilis,MT,2016-09-04,Yes
Faxonius virilis,MT,2018-03-11,Yes
Faxonius virilis,MT,2021-04-04,Yes
Faxonius virilis,MT,2021-07-25,Yes
Faxonius virilis,NL,2022-10-02,Yes
Faxonius virilis,NL,2024-03-10,Yes
Faxonius virilis,PT,2018-08-12,Yes
Faxonius virilis,RO,2024-01-28,Yes
Faxonius virilis,SI,2017-09-03,Yes
Faxonius virilis,SI,2018-08-19,Yes
Faxonius virilis,SI,2019-11-24,Yes
Faxonius virilis,SI,2024-09-15,Yes
Faxonius virilis,SK,2017-09-17,Yes
Fundulus heteroclitus,AT,2024-03-10,Yes
Fundulus heteroclitus,BE,2017-04-23,Yes
Fundulus heteroclitus,BE,2018-11-18,Yes
Fundulus heteroclitus,BE,2023-10-08,Yes
Fundulus heteroclitus,BE,2024-06-30,Yes
Fundulus heteroclitus,BG,2019-05-12,Yes
Fundulus heteroclitus,BG,2023-12-31,Yes
Fundulus heteroclitus,CZ,2018-12-30,Yes
Fundulus heteroclitus,CZ,2021-11-28,Yes
Fundulus heteroclitus,CZ,2023-12-03,Yes
Fundulus heteroclitus,CZ,2024-11-03,Yes
Fundulus heteroclitus,DE,2018-10-07,Yes
Fundulus heteroclitus,DE,2022-07-31,Yes
Fundulus heteroclitus,DE,2024-07-28,Yes
Fundulus heteroclitus,DE,2024-08-25,Yes
Fundulus heteroclitus,DK,2018-02-04,Yes
Fundulus heteroclitus,ES,2016-10-23,Yes
Fundulus heteroclitus,ES,2020-02-02,Yes
Fundulus heteroclitus,ES,2022-06-12,Yes
Fundulus heteroclitus,FI,2020-05-31,Yes
Fundulus heteroclitus,FR,2017-12-31,Yes
Fundulus heteroclitus,FR,2020-03-29,Yes
Fundulus heteroclitus,GB,2021-03-21,Yes
Fundulus heteroclitus,GR,2016-05-15,Yes
Fundulus heteroclitus,HR,2020-11-15,Yes
Fundulus heteroclitus,HR,2022-04-10,Yes
Fundulus heteroclitus,HR,2022-07-03,Yes
Fundulus heteroclitus,HU,2017-10-22,Yes
Fundulus heteroclitus,IT,2023-08-20,Yes
Fundulus heteroclitus,IT,2023-09-10,Yes
Fundulus heteroclitus,LT,2017-06-18,Yes
Fundulus heteroclitus,LT,2021-05-09,Yes
Fundulus heteroclitus,LV,2024-01-21,Yes
Fundulus heteroclitus,MT,2019-02-10,Yes
Fundulus heteroclitus,NL,2016-03-06,Yes
Fundulus heteroclitus,NL,2016-07-17,Yes
Fundulus heteroclitus,NL,2021-08-08,Yes
Fundulus heteroclitus,PL,2022-12-11,Yes
Fundulus heteroclitus,PT,2023-05-07,Yes
Fundulus heteroclitus,RO,2020-05-10,Yes
Fundulus heteroclitus,SI,2018-12-16,Yes
Fundulus heteroclitus,SI,2019-12-01,Yes
Fundulus heteroclitus,SI,2023-02-19,Yes
Gambusia affinis,AT,2016-01-31,Yes
Gambusia affinis,AT,2016-05-01,Yes
Gambusia affinis,BE,2016-07-03,Yes
Gambusia affinis,BE,2017-12-17,Yes
Gambusia affinis,BE,2022-04-10,Yes
Gambusia affinis,BE,2023-01-29,Yes
Gambusia affinis,BG,2016-01-03,Yes
Gambusia affinis,BG,2024-12-22,Yes
Gambusia affinis,CY,2016-05-08,Yes
Gambusia affinis,CY,2017-01-29,Yes
Gambusia affinis,CY,2023-08-06,Yes
Gambusia affinis,CZ,2022-11-20,Yes
Gambusia affinis,CZ,2023-08-06,Yes
Gambusia affinis,DE,2017-08-20,Yes
Gambusia affinis,DE,2017-10-08,Yes
Gambusia affinis,DE,2018-06-17,Yes
Gambusia affinis,DE,2019-02-10,Yes
Gambusia affinis,DK,2016-07-03,Yes
Gambusia affinis,DK,2016-07-10,Yes
Gambusia affinis,DK,2018-02-25,Yes
Gambusia affinis,DK,2019-07-28,Yes
Gambusia affinis,EE,2023-03-12,Yes
Gambusia affinis,ES,2018-07-01,Yes
Gambusia affinis,ES,2019-05-19,Yes
Gambusia affinis,ES,2024-04-21,Yes
Gambusia affinis,ES,2024-08-18,Yes
Gambusia affinis,FI,2017-02-19,Yes
Gambusia affinis,FI,2018-10-21,Yes
Gambusia affinis,FI,2020-11-08,Yes
Gambusia affinis,FI,2022-12-04,Yes
Gambusia affinis,FR,2020-06-14,Yes
Gambusia affinis,FR,2023-05-28,Yes
Gambusia affinis,FR,2023-06-18,Yes
Gambusia affinis,FR,2024-08-11,Yes
Gambusia affinis,GB,2018-07-22,Yes
Gambusia affinis,GB,2019-05-26,Yes
Gambusia affinis,GB,2019-06-02,Yes
Gambusia affinis,GB,2021-07-18,Yes
Gambusia affinis,GR,2018-11-18,Yes
Gambusia affinis,GR,2019-06-02,Yes
Gambusia affinis,GR,2020-08-30,Yes
Gambusia affinis,GR,2021-04-18,Yes
Gambusia affinis,HU,2016-02-14,Yes
Gambusia affinis,HU,2018-02-11,Yes
Gambusia affinis,IE,2021-03-07,Yes
Gambusia affinis,IT,2018-08-26,Yes
Gambusia affinis,IT,2019-08-11,Yes
Gambusia affinis,IT,2022-09-18,Yes
Gambusia affinis,IT,2024-05-19,Yes
Gambusia affinis,LU,2017-10-22,Yes
Gambusia affinis,LU,2019-12-15,Yes
Gambusia affinis,LU,2022-06-12,Yes
Gambusia affinis,LV,2023-03-05,Yes
Gambusia affinis,NL,2023-05-28,Yes
Gambusia affinis,NL,2024-02-04,Yes
Gambusia affinis,PL,2016-03-20,Yes
Gambusia affinis,PL,2017-12-03,Yes
Gambusia affinis,PT,2016-06-12,Yes
Gambusia affinis,RO,2018-08-05,Yes
Gambusia affinis,RO,2018-08-26,Yes
Gambusia affinis,RO,2022-07-31,Yes
Gambusia affinis,RO,2023-05-14,Yes
Gambusia affinis,SE,2016-01-10,Yes
Gambusia affinis,SE,2016-12-18,Yes
Gambusia affinis,SE,2018-10-07,Yes
Gambusia affinis,SE,2022-10-16,Yes
Gambusia affinis,SI,2016-02-21,Yes
Gambusia affinis,SI,2021-01-10,Yes
Gambusia affinis,SK,2016-06-19,Yes
Gambusia affinis,SK,2017-10-29,Yes
Gambusia affinis,SK,2019-05-05,Yes
Gambusia holbrooki,AT,2018-12-16,Yes
Gambusia holbrooki,AT,2019-10-27,Yes
Gambusia holbrooki,BE,2021-01-10,Yes
Gambusia holbrooki,BG,2021-03-07,Yes
Gambusia holbrooki,CY,2020-08-02,Yes
Gambusia holbrooki,CZ,2024-02-04,Yes
Gambusia holbrooki,DE,2022-07-17,Yes
Gambusia holbrooki,DK,2024-05-26,Yes
Gambusia holbrooki,EE,2017-09-24,Yes
Gambusia holbrooki,ES,2022-05-15,Yes
Gambusia holbrooki,FI,2023-12-03,Yes
Gambusia holbrooki,FR,2020-11-08,Yes
Gambusia holbrooki,IE,2020-03-08,Yes
Gambusia holbrooki,IE,2023-05-14,Yes
Gambusia holbrooki,IT,2016-07-10,Yes
Gambusia holbrooki,IT,2021-11-21,Yes
Gambusia holbrooki,IT,2022-04-10,Yes
Gambusia holbrooki,IT,2024-08-25,Yes
Gambusia holbrooki,LT,2017-12-17,Yes
Gambusia holbrooki,LT,2019-10-27,Yes
Gambusia holbrooki,LU,2020-05-03,Yes
Gambusia holbrooki,LV,2022-07-17,Yes
Gambusia holbrooki,NL,2016-11-06,Yes
Gambusia holbrooki,PL,2018-05-13,Yes
Gambusia holbrooki,PL,2020-10-25,Yes
Gambusia holbrooki,PL,2023-05-07,Yes
Gambusia holbrooki,PT,2021-08-29,Yes
Gambusia holbrooki,PT,2023-04-23,Yes
Gambusia holbrooki,RO,2018-02-04,Yes
Gambusia holbrooki,SE,2021-10-24,Yes
Gambusia holbrooki,SI,2019-10-20,Yes
Gambusia holbrooki,SI,2022-10-30,Yes
Gambusia holbrooki,SK,2022-03-27,Yes
Gambusia holbrooki,SK,2022-11-06,Yes
Gambusia holbrooki,SK,2024-03-31,Yes
Gambusia holbrooki,SK,2024-12-15,Yes
Gunnera tinctoria,AT,2017-03-12,Yes
Gunnera tinctoria,CY,2016-10-23,Yes
Gunnera tinctoria,CY,2018-08-26,Yes
Gunnera tinctoria,CY,2024-06-23,Yes
Gunnera tinctoria,CZ,2019-07-14,Yes
Gunnera tinctoria,DE,2023-07-02,Yes
Gunnera tinctoria,DK,2019-02-03,Yes
Gunnera tinctoria,DK,2021-03-14,Yes
Gunnera tinctoria,DK,2023-09-17,Yes
Gunnera tinctoria,ES,2022-12-18,Yes
Gunnera tinctoria,FR,2016-10-30,Yes
Gunnera tinctoria,FR,2023-08-20,Yes
Gunnera tinctoria,GB,2017-12-31,Yes
Gunnera tinctoria,GB,2021-01-24,Yes
Gunnera tinctoria,GB,2023-08-27,Yes
Gunnera tinctoria,GB,2024-02-04,Yes
Gunnera tinctoria,HU,2016-08-28,Yes
Gunnera tinctoria,HU,2017-07-02,Yes
Gunnera tinctoria,HU,2021-01-10,Yes
Gunnera tinctoria,IE,2023-02-19,Yes
Gunnera tinctoria,IT,2018-04-08,Yes
Gunnera tinctoria,IT,2018-08-26,Yes
Gunnera tinctoria,IT,2022-06-12,Yes
Gunnera tinctoria,LU,2018-08-12,Yes
Gunnera tinctoria,LU,2022-03-27,Yes
Gunnera tinctoria,LU,2024-08-04,Yes
Gunnera tinctoria,LV,2018-03-25,Yes
Gunnera tinctoria,MT,2018-03-25,Yes
Gunnera tinctoria,MT,2018-05-13,Yes
Gunnera tinctoria,MT,2018-12-02,Yes
Gunnera tinctoria,MT,2019-03-24,Yes
Gunnera tinctoria,NL,2016-10-30,Yes
Gunnera tinctoria,NL,2017-05-28,Yes
Gunnera tinctoria,NL,2022-06-26,Yes
Gunnera tinctoria,PT,2016-05-29,Yes
Gunnera tinctoria,PT,2019-03-31,Yes
Gunnera tinctoria,RO,2016-06-12,Yes
Gunnera tinctoria,RO,2023-12-24,Yes
Gunnera tinctoria,SE,2016-09-04,Yes
Gunnera tinctoria,SE,2022-01-30,Yes
Gunnera tinctoria,SI,2016-02-21,Yes
Gunnera tinctoria,SI,2024-11-10,Yes
Gunnera tinctoria,SK,2019-05-12,Yes
Gymnocoronis spilanthoides,AT,2021-08-15,Yes
Gymnocoronis spilanthoides,AT,2021-11-07,Yes
Gymnocoronis spilanthoides,BE,2023-07-30,Yes
Gymnocoronis spilanthoides,CY,2022-09-18,Yes
Gymnocoronis spilanthoides,CZ,2022-10-02,Yes
Gymnocoronis spilanthoides,DE,2017-01-29,Yes
Gymnocoronis spilanthoides,DE,2017-09-10,Yes
Gymnocoronis spilanthoides,DE,2020-09-13,Yes
Gymnocoronis spilanthoides,DK,2017-05-14,Yes
Gymnocoronis spilanthoides,DK,2020-01-12,Yes
Gymnocoronis spilanthoides,EE,2018-06-10,Yes
Gymnocoronis spilanthoides,EE,2020-05-31,Yes
Gymnocoronis spilanthoides,ES,2017-06-18,Yes
Gymnocoronis spilanthoides,ES,2022-12-11,Yes
Gymnocoronis spilanthoides,ES,2024-03-31,Yes
Gymnocoronis spilanthoides,FI,2017-01-29,Yes
Gymnocoronis spilanthoides,FR,2018-03-04,Yes
Gymnocoronis spilanthoides,FR,2018-07-15,Yes
Gymnocoronis spilanthoides,GB,2019-01-13,Yes
Gymnocoronis spilanthoides,GB,2019-11-17,Yes
Gymnocoronis spilanthoides,GR,2024-08-04,Yes
Gymnocoronis spilanthoides,GR,2024-10-27,Yes
Gymnocoronis spilanthoides,HR,2017-06-11,Yes
Gymnocoronis spilanthoides,HR,2022-08-28,Yes
Gymnocoronis spilanthoides,LT,2019-01-20,Yes
Gymnocoronis spilanthoides,LT,2019-02-10,Yes
Gymnocoronis spilanthoides,LT,2020-07-19,Yes
Gymnocoronis spilanthoides,LU,2020-05-10,Yes
Gymnocoronis spilanthoides,LU,2021-04-18,Yes
Gymnocoronis spilanthoides,MT,2016-06-19,Yes
Gymnocoronis spilanthoides,MT,2018-12-23,Yes
Gymnocoronis spilanthoides,MT,2021-09-12,Yes
Gymnocoronis spilanthoides,MT,2024-01-07,Yes
Gymnocoronis spilanthoides,NL,2016-02-21,Yes
Gymnocoronis spilanthoides,NL,2017-03-12,Yes
Gymnocoronis spilanthoides,NL,2023-05-14,Yes
Gymnocoronis spilanthoides,NL,2024-11-10,Yes
Gymnocoronis spilanthoides,RO,2023-04-30,Yes
Gymnocoronis spilanthoides,SE,2021-10-10,Yes
Gymnocoronis spilanthoides,SE,2022-03-20,Yes
Gymnocoronis spilanthoides,SE,2024-11-03,Yes
Gymnocoronis spilanthoides,SI,2019-08-25,Yes
Gymnocoronis spilanthoides,SI,2022-10-09,Yes
Gymnocoronis spilanthoides,SK,2023-02-05,Yes
Hakea sericea,AT,2018-01-21,Yes
Hakea sericea,AT,2018-12-09,Yes
Hakea sericea,AT,2022-02-06,Yes
Hakea sericea,BE,2019-09-22,Yes
Hakea sericea,CY,2016-08-07,Yes
Hakea sericea,CY,2019-08-04,Yes
Hakea sericea,CY,2019-11-10,Yes
Hakea sericea,CY,2024-06-02,Yes
Hakea sericea,CZ,2019-06-02,Yes
Hakea sericea,DK,2022-09-18,Yes
Hakea sericea,DK,2023-06-25,Yes
Hakea sericea,DK,2023-08-27,Yes
Hakea sericea,DK,2024-11-10,Yes
Hakea sericea,EE,2022-10-23,Yes
Hakea sericea,ES,2018-11-11,Yes
Hakea sericea,ES,2022-07-31,Yes
Hakea sericea,ES,2022-11-06,Yes
Hakea sericea,FR,2016-12-11,Yes
Hakea sericea,FR,2021-01-24,Yes
Hakea sericea,FR,2021-03-28,Yes
Hakea sericea,FR,2021-06-20,Yes
Hakea sericea,GB,2021-10-03,Yes
Hakea sericea,GR,2017-11-12,Yes
Hakea sericea,GR,2021-07-04,Yes
Hakea sericea,IE,2020-07-26,Yes
Hakea sericea,IE,2024-01-28,Yes
Hakea sericea,LT,2016-12-04,Yes
Hakea sericea,LT,2017-12-17,Yes
Hakea sericea,LT,2018-02-04,Yes
Hakea sericea,LT,2020-07-26,Yes
Hakea sericea,LU,2022-09-11,Yes
Hakea sericea,LU,2022-10-02,Yes
Hakea sericea,LU,2022-12-18,Yes
Hakea sericea,LV,2016-03-27,Yes
Hakea sericea,LV,2017-10-15,Yes
Hakea sericea,LV,2020-05-31,Yes
Hakea sericea,LV,2020-10-04,Yes
Hakea sericea,NL,2017-08-20,Yes
Hakea sericea,NL,2019-03-31,Yes
Hakea sericea,NL,2024-09-15,Yes
Hakea sericea,PL,2023-01-15,Yes
Hakea sericea,PT,2017-10-08,Yes
Hakea sericea,PT,2020-09-06,Yes
Hakea sericea,PT,2024-05-12,Yes
Hakea sericea,RO,2019-04-07,Yes
Hakea sericea,RO,2021-01-24,Yes
Hakea sericea,RO,2022-04-24,Yes
Hakea sericea,SE,2020-07-05,Yes
Hakea sericea,SE,2021-11-21,Yes
Hakea sericea,SI,2023-01-08,Yes
Heracleum mantegazzianum,AT,2016-07-24,Yes
Heracleum mantegazzianum,AT,2016-07-31,Yes
Heracleum mantegazzianum,AT,2016-08-07,Yes
Heracleum mantegazzianum,AT,2024-07-21,Yes
Heracleum mantegazzianum,BE,2016-07-17,Yes
Heracleum mantegazzianum,BE,2018-08-19,Yes
Heracleum mantegazzianum,BE,2023-06-11,Yes
Heracleum mantegazzianum,BE,2024-08-11,Yes
Heracleum mantegazzianum,BG,2019-09-29,Yes
Heracleum mantegazzianum,BG,2020-12-20,Yes
Heracleum mantegazzianum,BG,2021-08-01,Yes
Heracleum mantegazzianum,CY,2018-05-13,Yes
Heracleum mantegazzianum,CZ,2021-12-26,Yes
Heracleum mantegazzianum,CZ,2022-06-12,Yes
Heracleum mantegazzianum,CZ,2022-06-19,Yes
Heracleum mantegazzianum,CZ,2022-06-26,Yes
Heracleum mantegazzianum,DE,2021-06-27,Yes
Heracleum mantegazzianum,DE,2021-07-04,Yes
Heracleum mantegazzianum,DE,2021-07-11,Yes
Heracleum mantegazzianum,DE,2024-07-21,Yes
Heracleum mantegazzianum,DK,2019-07-07,Yes
Heracleum mantegazzianum,DK,2023-06-11,Yes
Heracleum mantegazzianum,DK,2023-10-01,Yes
Heracleum mantegazzianum,DK,2024-06-02,Yes
Heracleum mantegazzianum,EE,2019-09-15,Yes
Heracleum mantegazzianum,ES,2018-06-17,Yes
Heracleum mantegazzianum,ES,2021-07-18,Yes
Heracleum mantegazzianum,ES,2023-12-31,Yes
Heracleum mantegazzianum,ES,2024-05-12,Yes
Heracleum mantegazzianum,FI,2016-07-10,Yes
Heracleum mantegazzianum,FI,2022-06-26,Yes
Heracleum mantegazzianum,FR,2016-07-17,Yes
Heracleum mantegazzianum,FR,2018-06-17,Yes
Heracleum mantegazzianum,FR,2021-06-13,Yes
Heracleum mantegazzianum,FR,2024-06-16,Yes
Heracleum mantegazzianum,GB,2020-05-17,Yes
Heracleum mantegazzianum,GB,2020-05-24,Yes
Heracleum mantegazzianum,GB,2022-06-12,Yes
Heracleum mantegazzianum,GB,2023-06-25,Yes
Heracleum mantegazzianum,GR,2020-03-01,Yes
Heracleum mantegazzianum,GR,2024-07-28,Yes
Heracleum mantegazzianum,HR,2018-04-22,Yes
Heracleum mantegazzianum,HR,2018-05-27,Yes
Heracleum mantegazzianum,HR,2023-07-02,Yes
Heracleum mantegazzianum,HR,2024-06-09,Yes
Heracleum mantegazzianum,HU,2018-06-10,Yes
Heracleum mantegazzianum,HU,2020-07-05,Yes
Heracleum mantegazzianum,HU,2020-07-26,Yes
Heracleum mantegazzianum,HU,2023-07-02,Yes
Heracleum mantegazzianum,IE,2017-06-25,Yes
Heracleum mantegazzianum,IE,2019-08-04,Yes
Heracleum mantegazzianum,IE,2022-06-12,Yes
Heracleum mantegazzianum,IE,2024-07-07,Yes
Heracleum mantegazzianum,IT,2017-05-14,Yes
Heracleum mantegazzianum,IT,2018-07-15,Yes
Heracleum mantegazzianum,IT,2021-07-11,Yes
Heracleum mantegazzianum,IT,2021-08-01,Yes
Heracleum mantegazzianum,LT,2016-03-13,Yes
Heracleum mantegazzianum,LT,2016-12-25,Yes
Heracleum mantegazzianum,LT,2020-12-13,Yes
Heracleum mantegazzianum,LU,2017-05-14,Yes
Heracleum mantegazzianum,LU,2019-06-30,Yes
Heracleum mantegazzianum,NL,2016-06-12,Yes
Heracleum mantegazzianum,NL,2017-07-30,Yes
Heracleum mantegazzianum,NL,2018-05-06,Yes
Heracleum mantegazzianum,NL,2021-07-04,Yes
Heracleum mantegazzianum,PL,2018-07-15,Yes
Heracleum mantegazzianum,PL,2020-06-14,Yes
Heracleum mantegazzianum,PL,2022-07-03,Yes
Heracleum mantegazzianum,PL,2024-06-23,Yes
Heracleum mantegazzianum,SE,2017-07-23,Yes
Heracleum mantegazzianum,SE,2017-07-30,Yes
Heracleum mantegazzianum,SE,2019-07-07,Yes
Heracleum mantegazzianum,SE,2022-07-17,Yes
Heracleum mantegazzianum,SI,2017-12-03,Yes
Heracleum mantegazzianum,SI,2022-04-03,Yes
Heracleum mantegazzianum,SK,2016-07-31,Yes
Heracleum mantegazzianum,SK,2017-08-13,Yes
Heracleum mantegazzianum,SK,2024-07-14,Yes
Heracleum mantegazzianum,SK,2024-07-21,Yes
Heracleum persicum,AT,2017-01-08,Yes
Heracleum persicum,AT,2017-01-15,Yes
Heracleum persicum,AT,2018-08-12,Yes
Heracleum persicum,AT,2022-01-02,Yes
Heracleum persicum,BE,2016-05-01,Yes
Heracleum persicum,BE,2017-11-05,Yes
Heracleum persicum,BE,2019-09-22,Yes
Heracleum persicum,BE,2019-10-20,Yes
Heracleum persicum,BG,2020-11-08,Yes
Heracleum persicum,CY,2018-04-15,Yes
Heracleum persicum,CY,2021-09-12,Yes
Heracleum persicum,CY,2023-03-19,Yes
Heracleum persicum,CZ,2023-12-31,Yes
Heracleum persicum,DE,2022-11-06,Yes
Heracleum persicum,DE,2022-12-18,Yes
Heracleum persicum,DE,2023-12-24,Yes
Heracleum persicum,DE,2024-02-11,Yes
Heracleum persicum,DK,2016-08-28,Yes
Heracleum persicum,DK,2021-04-11,Yes
Heracleum persicum,DK,2024-09-29,Yes
Heracleum persicum,EE,2017-06-25,Yes
Heracleum persicum,ES,2019-07-28,Yes
Heracleum persicum,ES,2021-03-07,Yes
Heracleum persicum,FI,2017-07-02,Yes
Heracleum persicum,FI,2017-07-09,Yes
Heracleum persicum,FI,2017-07-16,Yes
Heracleum persicum,FI,2017-07-23,Yes
Heracleum persicum,FR,2016-12-25,Yes
Heracleum persicum,FR,2023-12-17,Yes
Heracleum persicum,GB,2017-09-10,Yes
Heracleum persicum,GB,2022-12-18,Yes
Heracleum persicum,GB,2023-06-25,Yes
Heracleum persicum,GR,2016-09-04,Yes
Heracleum persicum,HR,2020-01-05,Yes
Heracleum persicum,HR,2021-11-21,Yes
Heracleum persicum,HR,2022-10-16,Yes
Heracleum persicum,HR,2022-10-23,Yes
Heracleum persicum,IE,2020-08-30,Yes
Heracleum persicum,IE,2022-06-26,Yes
Heracleum persicum,IT,2017-01-08,Yes
Heracleum persicum,IT,2020-09-27,Yes
Heracleum persicum,IT,2022-12-18,Yes
Heracleum persicum,LT,2018-10-21,Yes
Heracleum persicum,LT,2024-07-28,Yes
Heracleum persicum,LU,2024-06-23,Yes
Heracleum persicum,LV,2020-02-02,Yes
Heracleum persicum,LV,2022-01-16,Yes
Heracleum persicum,MT,2017-11-12,Yes
Heracleum persicum,NL,2019-05-12,Yes
Heracleum persicum,NL,2019-09-01,Yes
Heracleum persicum,PL,2024-03-17,Yes
Heracleum persicum,PT,2018-12-23,Yes
Heracleum persicum,PT,2020-02-09,Yes
Heracleum persicum,PT,2020-04-05,Yes
Heracleum persicum,RO,2018-02-18,Yes
Heracleum persicum,RO,2019-09-01,Yes
Heracleum persicum,RO,2024-06-09,Yes
Heracleum persicum,SE,2017-04-02,Yes
Heracleum persicum,SE,2019-07-07,Yes
Heracleum persicum,SE,2019-07-14,Yes
Heracleum persicum,SE,2021-09-05,Yes
Heracleum persicum,SK,2020-08-16,Yes
Heracleum sosnowskyi,AT,2020-10-04,Yes
Heracleum sosnowskyi,AT,2022-06-19,Yes
Heracleum sosnowskyi,BE,2024-06-16,Yes
Heracleum sosnowskyi,BG,2024-06-16,Yes
Heracleum sosnowskyi,CY,2020-02-09,Yes
Heracleum sosnowskyi,CY,2021-04-18,Yes
Heracleum sosnowskyi,CZ,2020-06-07,Yes
Heracleum sosnowskyi,CZ,2024-08-25,Yes
Heracleum sosnowskyi,DE,2018-06-10,Yes
Heracleum sosnowskyi,DE,2018-07-08,Yes
Heracleum sosnowskyi,DE,2021-06-27,Yes
Heracleum sosnowskyi,DE,2021-07-18,Yes
Heracleum sosnowskyi,DK,2024-07-14,Yes
Heracleum sosnowskyi,EE,2019-01-27,Yes
Heracleum sosnowskyi,ES,2018-05-20,Yes
Heracleum sosnowskyi,ES,2022-04-17,Yes
Heracleum sosnowskyi,ES,2023-04-02,Yes
Heracleum sosnowskyi,FI,2022-08-14,Yes
Heracleum sosnowskyi,GB,2017-06-04,Yes
Heracleum sosnowskyi,GB,2018-06-10,Yes
Heracleum sosnowskyi,GB,2019-06-23,Yes
Heracleum sosnowskyi,GB,2020-05-24,Yes
Heracleum sosnowskyi,GR,2021-09-05,Yes
Heracleum sosnowskyi,HR,2021-10-31,Yes
Heracleum sosnowskyi,HU,2016-06-12,Yes
Heracleum sosnowskyi,HU,2023-06-25,Yes
Heracleum sosnowskyi,IE,2018-05-20,Yes
Heracleum sosnowskyi,IE,2018-07-01,Yes
Heracleum sosnowskyi,IE,2021-02-14,Yes
Heracleum sosnowskyi,IE,2024-08-11,Yes
Heracleum sosnowskyi,IT,2018-09-09,Yes
Heracleum sosnowskyi,LT,2017-07-02,Yes
Heracleum sosnowskyi,LT,2017-07-09,Yes
Heracleum sosnowskyi,LT,2017-07-16,Yes
Heracleum sosnowskyi,LT,2017-07-23,Yes
Heracleum sosnowskyi,LU,2020-08-09,Yes
Heracleum sosnowskyi,LU,2021-05-30,Yes
Heracleum sosnowskyi,LU,2022-02-20,Yes
Heracleum sosnowskyi,LU,2022-09-25,Yes
Heracleum sosnowskyi,LV,2016-07-10,Yes
Heracleum sosnowskyi,LV,2021-05-16,Yes
Heracleum sosnowskyi,NL,2017-07-02,Yes
Heracleum sosnowskyi,NL,2019-07-21,Yes
Heracleum sosnowskyi,NL,2020-05-03,Yes
Heracleum sosnowskyi,NL,2024-08-04,Yes
Heracleum sosnowskyi,PL,2017-06-18,Yes
Heracleum sosnowskyi,PL,2017-06-25,Yes
Heracleum sosnowskyi,PL,2017-07-16,Yes
Heracleum sosnowskyi,PL,2019-06-23,Yes
Heracleum sosnowskyi,PT,2024-07-21,Yes
Heracleum sosnowskyi,RO,2018-11-11,Yes
Heracleum sosnowskyi,RO,2019-09-08,Yes
Heracleum sosnowskyi,RO,2020-04-19,Yes
Heracleum sosnowskyi,RO,2020-05-10,Yes
Heracleum sosnowskyi,SE,2018-06-03,Yes
Heracleum sosnowskyi,SE,2018-07-08,Yes
Heracleum sosnowskyi,SE,2023-03-05,Yes
Heracleum sosnowskyi,SE,2024-08-25,Yes
Heracleum sosnowskyi,SI,2021-05-23,Yes
Herpestes auropunctatus,AT,2021-01-10,Yes
Herpestes auropunctatus,BE,2017-07-30,Yes
Herpestes auropunctatus,BE,2024-12-01,Yes
Herpestes auropunctatus,BG,2017-08-20,Yes
Herpestes auropunctatus,BG,2017-10-01,Yes
Herpestes auropunctatus,BG,2020-01-12,Yes
Herpestes auropunctatus,CY,2016-03-27,Yes
Herpestes auropunctatus,CZ,2019-11-03,Yes
Herpestes auropunctatus,CZ,2021-07-25,Yes
Herpestes auropunctatus,DK,2019-06-09,Yes
Herpestes auropunctatus,DK,2021-07-18,Yes
Herpestes auropunctatus,DK,2023-02-05,Yes
Herpestes auropunctatus,EE,2016-04-17,Yes
Herpestes auropunctatus,EE,2021-02-21,Yes
Herpestes auropunctatus,EE,2022-08-07,Yes
Herpestes auropunctatus,ES,2016-04-17,Yes
Herpestes auropunctatus,ES,2023-08-06,Yes
Herpestes auropunctatus,FR,2020-10-18,Yes
Herpestes auropunctatus,FR,2022-03-06,Yes
Herpestes auropunctatus,FR,2024-06-23,Yes
Herpestes auropunctatus,FR,2024-10-20,Yes
Herpestes auropunctatus,GB,2016-01-17,Yes
Herpestes auropunctatus,GB,2019-05-05,Yes
Herpestes auropunctatus,GR,2018-04-15,Yes
Herpestes auropunctatus,GR,2020-05-31,Yes
Herpestes auropunctatus,HR,2016-05-08,Yes
Herpestes auropunctatus,HR,2017-10-01,Yes
Herpestes auropunctatus,HU,2016-10-30,Yes
Herpestes auropunctatus,HU,2024-01-14,Yes
Herpestes auropunctatus,IE,2016-01-17,Yes
Herpestes auropunctatus,IE,2017-06-18,Yes
Herpestes auropunctatus,IE,2021-07-18,Yes
Herpestes auropunctatus,IT,2021-06-20,Yes
Herpestes auropunctatus,IT,2023-10-22,Yes
Herpestes auropunctatus,LT,2023-12-10,Yes
Herpestes auropunctatus,LU,2018-09-16,Yes
Herpestes auropunctatus,LU,2018-10-07,Yes
Herpestes auropunctatus,LU,2020-03-08,Yes
Herpestes auropunctatus,LU,2020-05-03,Yes
Herpestes auropunctatus,LV,2020-06-28,Yes
Herpestes auropunctatus,LV,2023-05-07,Yes
Herpestes auropunctatus,MT,2017-01-15,Yes
Herpestes auropunctatus,MT,2023-07-02,Yes
Herpestes auropunctatus,NL,2020-09-20,Yes
Herpestes auropunctatus,NL,2022-01-30,Yes
Herpestes auropunctatus,PT,2016-05-01,Yes
Herpestes auropunctatus,PT,2018-12-23,Yes
